id,identity_to_query
UniRef90_S6A3E4/3-316,0.166
UniRef90_UPI000F4DB81A/4-316,0.171
UniRef90_A0A6M0Q685/3-314,0.150
UniRef90_P25615/151-574,0.168
UniRef90_A0AAV5A8R3/62-392,0.166
UniRef90_A0ABR5AT14/27-339,0.155
UniRef90_UPI0013DA76EC/5-316,0.166
UniRef90_UPI000785D3BA/4-316,0.158
UniRef90_A0ABS2QRX6/3-314,0.161
UniRef90_UPI000E3DDD07/5-316,0.166
UniRef90_A0AA46SI74/5-316,0.171
UniRef90_A0A5D4QTM8/3-316,0.168
UniRef90_UPI001646B4AE/3-311,0.166
UniRef90_A0ABR7M566/11-331,0.155
UniRef90_A0ABS1TJ22/5-316,0.168
UniRef90_A0A1G1Z8E2/3-317,0.189
UniRef90_A0A7C5I4G0/2-317,0.174
UniRef90_A0A9D4TS72/303-684,0.202
UniRef90_A0A318TZ46/3-313,0.171
UniRef90_UPI0009982FC3/3-315,0.166
UniRef90_A0SQ60/183-573,0.176
UniRef90_A0A223KY81/3-314,0.163
UniRef90_B5Y7Q6/2-314,0.166
UniRef90_A0A433RY36/3-313,0.171
UniRef90_UPI0004B8DE50/5-316,0.158
UniRef90_I0JPJ8/5-316,0.158
UniRef90_A0A926NBE2/3-316,0.168
UniRef90_UPI0004169D16/5-316,0.166
UniRef90_UPI0004409A6B/35-447,0.187
UniRef90_A0A1G9XJ83/5-316,0.150
UniRef90_A0A6H1P936/5-316,0.171
UniRef90_A0ABS2ZLB4/4-315,0.163
UniRef90_R7SG10/3-403,0.194
UniRef90_A0A7C4EPY8/2-314,0.171
UniRef90_A0ABS7K9X1/4-316,0.168
UniRef90_UPI0018E0E52C/4-316,0.184
UniRef90_A0A562SDT1/5-321,0.176
UniRef90_UPI0011C77C74/5-316,0.171
UniRef90_UPI0008376A3C/5-316,0.163
UniRef90_A0A9X1XDU0/3-314,0.168
UniRef90_UPI00063FC070/5-316,0.161
UniRef90_A0ABW6K0U2/5-316,0.158
UniRef90_UPI00145E18D6/4-316,0.179
UniRef90_W9A7D7/5-316,0.161
UniRef90_A0A8C6BGG2/125-419,0.254
UniRef90_A0A8B4QC14/3-312,0.171
UniRef90_UPI00363B02FA/5-316,0.153
UniRef90_A0A917GZ71/4-315,0.158
UniRef90_A0A1E5LCV6/4-316,0.148
UniRef90_A0A917PLY4/5-316,0.163
UniRef90_A0ABV5WHK6/5-316,0.166
UniRef90_A0A9C7GB81/5-316,0.171
UniRef90_A0A941DZ19/5-316,0.161
UniRef90_UPI00391F48D8/3-314,0.158
UniRef90_A0ABU0D5B6/5-316,0.174
UniRef90_A0ABW3ZV22/5-316,0.153
UniRef90_A0A0N0VD53/1155-1577,0.171
UniRef90_A0A8J2X8U1/191-562,0.176
UniRef90_UPI0027DB72B0/3-319,0.168
UniRef90_F0SMD6/2-329,0.161
UniRef90_UPI002FE4F5EF/3-314,0.158
UniRef90_A0A540V1M7/4-314,0.176
UniRef90_A0AAW5EBQ6/5-316,0.166
UniRef90_A0ABU6NVJ2/4-316,0.166
UniRef90_A0A8S0VYZ6/51-456,0.194
UniRef90_UPI002342EACA/3-314,0.155
UniRef90_A0A832GKW1/2-313,0.176
UniRef90_A0A1G9BRF9/5-316,0.163
UniRef90_A0ABS2R560/13-321,0.166
UniRef90_A0ABT9ZYW5/3-315,0.166
UniRef90_A0ABP0JGV4/5-247,0.124
UniRef90_UPI0021478760/3-314,0.174
UniRef90_A0A9P7F0Z8/17-419,0.192
UniRef90_A0A5S3QGY8/5-316,0.161
UniRef90_A0ABS2N1G9/5-316,0.158
UniRef90_UPI002A180880/3-314,0.163
UniRef90_A0A518GPU9/3-315,0.161
UniRef90_A0ABU9LHY6/3-313,0.171
UniRef90_A0ABV8VUX9/5-316,0.142
UniRef90_A0AAV0V7S2/236-478,0.163
UniRef90_A0A090YIJ9/5-316,0.161
UniRef90_A0A5C5XBN0/2-327,0.166
UniRef90_UPI001FDF4ABC/3-314,0.166
UniRef90_A0A4Y7Q4T0/39-442,0.184
UniRef90_A0A3M8PCM9/3-313,0.166
UniRef90_UPI000A311892/5-316,0.155
UniRef90_A0A495ADL6/5-316,0.171
UniRef90_A0A8J2S6Q8/357-805,0.202
UniRef90_UPI003CEBA86D/4-315,0.176
UniRef90_A0A431UUJ7/3-313,0.179
UniRef90_A0AAD2HX88/167-495,0.181
UniRef90_A0A1H1AZB3/5-316,0.158
UniRef90_G4TD80/27-390,0.192
UniRef90_UPI003824A137/3-313,0.171
UniRef90_A0ABR9QI81/5-316,0.148
UniRef90_A0A919XB05/5-316,0.161
UniRef90_A0A2N0Z6A1/5-316,0.166
UniRef90_A0A1C0YMH8/3-313,0.161
UniRef90_A0ABS2P0N5/3-314,0.153
UniRef90_A0A1E5VBW4/245-446,0.137
UniRef90_A0A923L6Q3/5-316,0.166
UniRef90_C9R9A1/3-313,0.168
UniRef90_A0B8R9/19-332,0.181
UniRef90_A0A372LI24/5-316,0.174
UniRef90_A0A537KVK7/2-315,0.155
UniRef90_UPI00157CBB9A/5-316,0.166
UniRef90_A0A9P6WEW2/1115-1503,0.176
UniRef90_UPI0015E62C11/5-316,0.176
UniRef90_A0A7D9H011/150-507,0.189
UniRef90_UPI001CCA76E3/2-320,0.150
UniRef90_UPI0037352AD6/3-313,0.199
UniRef90_A0A7D7MBZ8/3-313,0.189
UniRef90_A0A561DGZ1/5-317,0.174
UniRef90_A0ABN1AU31/4-316,0.148
UniRef90_A0A0N0P350/1122-1557,0.184
UniRef90_A0A2N7PJJ4/2-313,0.184
UniRef90_UPI001CC8174E/9-331,0.150
UniRef90_UPI001CEFBF17/5-316,0.161
UniRef90_A0A7S3JS86/60-451,0.202
UniRef90_A0A1Z4VTG8/3-316,0.171
UniRef90_A0A0A5G7F4/5-316,0.161
UniRef90_UPI00193F3672/4-316,0.174
UniRef90_A0ABY4EQ36/5-316,0.158
UniRef90_A0A4Y9AHR0/5-316,0.161
UniRef90_A0A6A8DBD1/5-316,0.163
UniRef90_A0A0A3IF40/3-313,0.171
UniRef90_UPI00146B2B10/3-313,0.166
UniRef90_A0A5B9PB53/3-319,0.168
UniRef90_A0A0M4FH27/2-314,0.174
UniRef90_UPI0020A6A13D/5-316,0.163
UniRef90_UPI0005A77D3C/5-316,0.166
UniRef90_A0ABU0AFL7/5-316,0.158
UniRef90_A0ABW0LLQ5/5-316,0.163
UniRef90_A0A3T0KWC3/5-316,0.150
UniRef90_A0A679FI87/4-316,0.161
UniRef90_UPI0025A625F1/143-370,0.264
UniRef90_A0A6I2MHX5/4-316,0.163
UniRef90_UPI00388FC547/5-316,0.163
UniRef90_A0A498D9D5/5-316,0.155
UniRef90_UPI0017851DF6/5-316,0.155
UniRef90_UPI0025D754A7/3-319,0.158
UniRef90_UPI0015F77A1F/6-317,0.153
UniRef90_A0A2V3VIL2/3-316,0.166
UniRef90_UPI0016B3E79C/3-315,0.163
UniRef90_A0A5E4PJA8/4-316,0.189
UniRef90_A0AA41X6V7/4-316,0.166
UniRef90_A0A1G2CNB7/5-333,0.163
UniRef90_A0A7R9KLU0/5-259,0.111
UniRef90_A0A1I0H332/4-316,0.148
UniRef90_UPI00036C7A8F/2-314,0.168
UniRef90_UPI001C11A868/5-316,0.163
UniRef90_A0ABW6KHV4/5-316,0.181
UniRef90_A0ABP3IVI1/5-316,0.171
UniRef90_UPI003BB7206D/3-313,0.166
UniRef90_A0ABW2UT17/5-316,0.155
UniRef90_A0ABS9UDA9/3-313,0.166
UniRef90_A0A7C3WIC5/2-217,0.109
UniRef90_UPI002B4AADD8/5-316,0.166
UniRef90_A0ABS6JKV8/4-318,0.184
UniRef90_UPI0005A645D8/5-316,0.166
UniRef90_UPI0028EA92C1/5-316,0.174
UniRef90_A0A9W7AHF1/351-621,0.163
UniRef90_A0A7U6JGU4/2-316,0.176
UniRef90_UPI002715A8FD/3-315,0.161
UniRef90_A0A4P6UW56/3-313,0.168
UniRef90_A0A8B5XTH7/5-316,0.161
UniRef90_G8C1N9/155-553,0.194
UniRef90_UPI002FFEFC63/5-316,0.166
UniRef90_A0A023B1J1/270-635,0.205
UniRef90_A0ABQ1P8L1/5-316,0.161
UniRef90_A0AAC9NKV5/5-316,0.161
UniRef90_A0A511X317/10-323,0.158
UniRef90_UPI0012E2F977/5-316,0.153
UniRef90_A0A397Q3M4/4-316,0.176
UniRef90_UPI002263C699/92-347,0.210
UniRef90_A0A5M6DA01/3-317,0.140
UniRef90_A0A0M0LNX1/3-312,0.176
UniRef90_UPI001566F3BB/4-316,0.171
UniRef90_A0AAE3P1L3/2-313,0.174
UniRef90_A0A9N8ZK61/103-428,0.168
UniRef90_A0A0C2VKY3/4-315,0.163
UniRef90_UPI002FFFB503/5-316,0.168
UniRef90_A0ABW4W404/5-316,0.148
UniRef90_A0A0S3QUT4/2-312,0.179
UniRef90_A0A8C7RR31/9-267,0.140
UniRef90_UPI00064D7B62/5-316,0.174
UniRef90_A0A0U4ECG1/5-316,0.155
UniRef90_A0ABV0EGV7/4-316,0.148
UniRef90_UPI001108171A/5-316,0.150
UniRef90_A4IRL2/4-316,0.150
UniRef90_A0A2M6ZEA8/3-313,0.145
UniRef90_A0A942UPH2/5-316,0.158
UniRef90_UPI00300E05EF/5-316,0.155
UniRef90_A0A7X0HRM5/4-315,0.174
UniRef90_A0ABT9XP64/5-317,0.174
UniRef90_UPI00315A918A/3-313,0.158
UniRef90_UPI001580BC8F/5-316,0.163
UniRef90_UPI00380E6C64/3-311,0.179
UniRef90_A0A2N1JHL8/529-838,0.189
UniRef90_A0A916S760/5-316,0.161
UniRef90_UPI00195FED26/4-316,0.153
UniRef90_A0A7C5L5L0/3-319,0.176
UniRef90_UPI0015C45761/6-317,0.163
UniRef90_A0A9J6RGX0/5-316,0.174
UniRef90_UPI000781517D/5-316,0.158
UniRef90_UPI00105929CE/3-314,0.158
UniRef90_K6C1P1/5-316,0.166
UniRef90_A0A432L6T8/3-313,0.176
UniRef90_UPI00391D428A/3-315,0.181
UniRef90_A0A1L3MP51/4-316,0.155
UniRef90_A0A8J3ABS1/2-315,0.163
UniRef90_A0A1H0NYW7/5-316,0.163
UniRef90_UPI00385078E3/5-316,0.171
UniRef90_UPI000B437C7D/5-318,0.168
UniRef90_A0A6J8F4N6/237-662,0.187
UniRef90_UPI001FAD3A2E/5-316,0.179
UniRef90_A0AAX2A237/3-316,0.153
UniRef90_A0A516KHC7/5-316,0.148
UniRef90_A0A9W5TUA2/6-317,0.171
UniRef90_UPI001E4A0F22/5-316,0.153
UniRef90_A0A485M1H1/4-316,0.158
UniRef90_A0A921NAX7/3-313,0.168
UniRef90_A0A5C5X477/2-315,0.155
UniRef90_A0ABW2PX26/6-317,0.155
UniRef90_A0ABN8KUH4/5-316,0.158
UniRef90_A0A263BW05/4-316,0.158
UniRef90_J4IB59/482-723,0.145
UniRef90_UPI00156D9C3B/5-316,0.176
UniRef90_A0ABX0A0V8/7-317,0.153
UniRef90_UPI0007809A02/3-314,0.158
UniRef90_A0ABZ2YEE0/2-315,0.158
UniRef90_A0ABT9VJI3/4-316,0.163
UniRef90_UPI0030F5E552/3-313,0.187
UniRef90_UPI0039A05E3C/5-313,0.168
UniRef90_W0T528/107-509,0.176
UniRef90_T2MHA9/1-261,0.171
UniRef90_A0A1S2LHM6/3-315,0.174
UniRef90_UPI0035E00BEE/5-316,0.161
UniRef90_A0A497JI16/2-317,0.176
UniRef90_UPI0022B16B01/5-316,0.158
UniRef90_UPI0035EA2653/5-316,0.166
UniRef90_A0A494Z651/5-316,0.163
UniRef90_UPI001ADA1B4C/5-316,0.158
UniRef90_A0ABT6H2I5/5-316,0.155
UniRef90_A0A8X8LF39/7-329,0.181
UniRef90_A0A235F9Y1/4-315,0.155
UniRef90_A0A1I6UE24/8-321,0.155
UniRef90_E6X370/7-320,0.187
UniRef90_A0ABW3L752/3-313,0.171
UniRef90_UPI000C6DAA2A/60-301,0.210
UniRef90_A0A7S4BFH4/513-853,0.199
UniRef90_A0A4S4C415/4-316,0.148
UniRef90_A0A0U5AYM7/2-313,0.181
UniRef90_A0ABR7TT58/4-325,0.168
UniRef90_A0A7C1FDM1/2-313,0.158
UniRef90_A0A4D9DE51/141-375,0.119
UniRef90_A0AAW9NWS5/3-313,0.155
UniRef90_UPI0004449A6E/1-386,0.174
UniRef90_A0A0S7WHW9/2-313,0.166
UniRef90_A0ABS2PXM9/3-314,0.155
UniRef90_UPI002B4B91CF/5-316,0.153
UniRef90_A0A1W5ZU78/5-316,0.163
UniRef90_A0A6A4Z0B2/198-437,0.166
UniRef90_A0A1F2P8J4/8-318,0.171
UniRef90_A0ABU6K9F8/5-316,0.174
UniRef90_A0A836LJQ7/1067-1482,0.179
UniRef90_UPI001E65F1C8/2-211,0.153
UniRef90_UPI0009961D70/5-316,0.163
UniRef90_UPI000C124E45/3-313,0.161
UniRef90_UPI003736A6F0/5-315,0.163
UniRef90_A0A1D9GIH7/4-316,0.148
UniRef90_UPI002871EDD9/4-325,0.163
UniRef90_UPI00035D0DE2/5-315,0.145
UniRef90_A0A4T0FW82/497-879,0.207
UniRef90_A0A225WWQ5/253-493,0.153
UniRef90_A0A0C2Y009/25-438,0.184
UniRef90_A0A9X3WG99/5-316,0.155
UniRef90_A0ABS5LGS0/4-316,0.171
UniRef90_A0ABT9ZFC5/4-316,0.150
UniRef90_A0A024QBR8/5-316,0.155
UniRef90_A0A7V3ZTY1/2-315,0.168
UniRef90_A0A0Q3WWY6/5-316,0.176
UniRef90_A0A1F6TXA4/4-316,0.163
UniRef90_A0A168W5S4/4-315,0.168
UniRef90_A0A4Z2G8D3/76-281,0.246
UniRef90_A0A0A3I7N2/3-313,0.168
UniRef90_A0A4R1ATS0/5-316,0.166
UniRef90_A0A8I1SM72/3-314,0.158
UniRef90_A0A840PSU6/3-313,0.171
UniRef90_A0A6I1FIC7/4-315,0.168
UniRef90_UPI003983FA2D/4-318,0.166
UniRef90_UPI003158A0DB/5-316,0.166
UniRef90_A0A221MBN6/5-316,0.161
UniRef90_A0A429Y4E6/4-317,0.153
UniRef90_A0AAE1P7U1/2-333,0.241
UniRef90_A0ABS4REC1/5-316,0.158
UniRef90_A0A5C8NMZ1/5-316,0.176
UniRef90_A0ABN6WZE4/5-316,0.176
UniRef90_A0A6L0WLA0/237-662,0.187
UniRef90_UPI000D0BE178/3-316,0.166
UniRef90_A0ABV6LJ59/5-316,0.158
UniRef90_A0A511ZDN4/3-314,0.158
UniRef90_A0A0A5GJJ3/5-316,0.158
UniRef90_A0A521CLH0/4-325,0.168
UniRef90_UPI000F82307B/4-317,0.158
UniRef90_A0A7C8KTP0/5-316,0.155
UniRef90_A0A0X8HRC5/116-521,0.184
UniRef90_UPI000225C03E/5-316,0.163
UniRef90_P94544/2-314,0.179
UniRef90_A0ABT5VA69/3-314,0.155
UniRef90_E6U0H6/6-318,0.158
UniRef90_UPI003C78D2B9/2-311,0.181
UniRef90_UPI00106D64A8/3-314,0.158
UniRef90_A0ABW2K4V5/5-317,0.155
UniRef90_A0ABW4KDT5/4-317,0.153
UniRef90_UPI001961ABD9/5-316,0.150
UniRef90_A0A4R1GKC2/2-312,0.187
UniRef90_A0A220U5A6/5-316,0.163
UniRef90_A0A918D233/5-316,0.158
UniRef90_A0A1G8XUG7/7-318,0.176
UniRef90_A0ABR8R757/3-313,0.168
UniRef90_A0A409YXW6/25-417,0.174
UniRef90_UPI00080AD3D3/5-316,0.168
UniRef90_UPI003BA59772/3-313,0.163
UniRef90_A0A2K9J289/7-319,0.153
UniRef90_A0ABU5IUC4/4-316,0.174
UniRef90_A0A1V3GAE7/4-315,0.163
UniRef90_Q83E42/24-337,0.158
UniRef90_A0A2J6X8Z8/2-316,0.179
UniRef90_A0A1G1Z4Z4/4-316,0.158
UniRef90_UPI0025F7ED6E/3-315,0.174
UniRef90_UPI00128B71B7/3-314,0.161
UniRef90_A0ABU6MNR1/5-316,0.161
UniRef90_A0A927CWI6/5-316,0.161
UniRef90_UPI0039A2CAD5/5-316,0.163
UniRef90_UPI0022819031/2-314,0.163
UniRef90_UPI00398ADEAB/5-316,0.163
UniRef90_A0A4R2BF52/4-316,0.179
UniRef90_A0A179T8X5/4-316,0.163
UniRef90_D6XSW3/5-318,0.150
UniRef90_A0A520KR08/3-311,0.176
UniRef90_UPI00095132DE/5-316,0.163
UniRef90_UPI002B4042DC/4-331,0.155
UniRef90_A0A953JGM3/2-314,0.150
UniRef90_A0A511KRT9/2-262,0.161
UniRef90_A0ABY2UP24/4-316,0.148
UniRef90_A0A1C7EID9/3-313,0.171
UniRef90_UPI00037BE4B0/4-325,0.171
UniRef90_UPI002992F2F9/2-315,0.163
UniRef90_A0A516AGW6/74-433,0.192
UniRef90_A0A2V3WA91/5-317,0.163
UniRef90_A0A0C2XA91/25-390,0.189
UniRef90_UPI00375411F3/4-322,0.174
UniRef90_UPI00041AD0D9/5-316,0.153
UniRef90_A0ABV6GAK4/4-317,0.153
UniRef90_A0A2N5GJR7/5-316,0.166
UniRef90_A0A9X2L2H5/4-325,0.161
UniRef90_A0A7V3PS88/2-316,0.163
UniRef90_A0A5C0WIX3/3-314,0.171
UniRef90_A0ABP7VU01/6-318,0.145
UniRef90_UPI00375036F7/4-325,0.163
UniRef90_UPI00053B6FF4/5-316,0.163
UniRef90_A0A7W4WBA6/3-323,0.140
UniRef90_A0AAX3WRS6/3-313,0.171
UniRef90_A0ABV5Z316/3-313,0.166
UniRef90_A0ABW8I6D9/5-316,0.150
UniRef90_A0A6G1XBK2/5-316,0.145
UniRef90_W4QSH6/5-325,0.153
UniRef90_A0A7K4AJE3/6-319,0.184
UniRef90_A0A917TLZ5/5-316,0.158
UniRef90_UPI0031BAA010/3-316,0.145
UniRef90_UPI003C6AEC2A/4-316,0.155
UniRef90_A0A0F9NLW4/2-315,0.158
UniRef90_A0A2Z3N8G5/5-316,0.161
UniRef90_A0ABY4HC21/5-316,0.163
UniRef90_A0ABW5PX93/5-316,0.163
UniRef90_UPI0003B62325/4-316,0.158
UniRef90_A0A1I1TQ91/5-316,0.161
UniRef90_UPI001B87E36F/14-423,0.202
UniRef90_A0A6P6C2F5/116-319,0.212
UniRef90_A0A544UK53/3-313,0.187
UniRef90_A0A4P6ZWD5/3-313,0.174
UniRef90_A0A840QMU9/4-317,0.155
UniRef90_UPI00299EDCCD/2-314,0.168
UniRef90_A0A4P7C1J3/4-316,0.166
UniRef90_UPI0023D8C4EB/5-316,0.150
UniRef90_A0A6N8FE38/5-316,0.163
UniRef90_A0AAW0EZQ0/881-1291,0.179
UniRef90_UPI0032DA69C9/3-236,0.127
UniRef90_UPI00356994CA/4-316,0.179
UniRef90_UPI00030F19C6/4-315,0.168
UniRef90_A0ABY4JNU9/2-315,0.161
UniRef90_UPI0028CBF7AA/3-316,0.148
UniRef90_UPI0031B57432/4-316,0.155
UniRef90_A0A8D0RQB8/119-320,0.202
UniRef90_UPI0025E33241/3-316,0.168
UniRef90_A0A838CNH3/5-316,0.158
UniRef90_A0ABN6PFL0/2-312,0.192
UniRef90_Q6CX59/112-505,0.168
UniRef90_A0A831PNC8/4-320,0.158
UniRef90_UPI001BDF178E/10-331,0.158
UniRef90_A0A7C5ELU9/2-315,0.171
UniRef90_A0A3L7DC13/4-316,0.163
UniRef90_UPI0005A2E3D1/4-316,0.179
UniRef90_UPI000829E513/5-316,0.161
UniRef90_UPI0010543CBF/4-316,0.158
UniRef90_A0A1M7AUI7/3-313,0.171
UniRef90_A0A1F2P763/4-313,0.176
UniRef90_A0A8J8TSX8/3-327,0.181
UniRef90_A0A4R3ND26/5-316,0.161
UniRef90_A0A2N5M7F7/5-316,0.176
UniRef90_UPI001C27D1C1/3-314,0.166
UniRef90_A0A7W8CSC1/3-313,0.155
UniRef90_A0ABW0U000/3-313,0.171
UniRef90_A0A875RN87/154-497,0.166
UniRef90_I8UET6/3-314,0.171
UniRef90_A0A7V3J9J3/3-317,0.174
UniRef90_A0A2H0VFT7/3-315,0.161
UniRef90_UPI0039A2EDDF/5-316,0.161
UniRef90_A0A1N7JPG0/6-317,0.153
UniRef90_A0A841PW66/5-316,0.155
UniRef90_B9L654/3-315,0.187
UniRef90_D9PWD7/9-319,0.189
UniRef90_A0ABS4ID21/5-316,0.166
UniRef90_A0A067TV36/29-426,0.176
UniRef90_UPI0012984D23/2-317,0.140
UniRef90_A0AAX1QAH0/3-314,0.158
UniRef90_A0A2N0ZK32/5-316,0.155
UniRef90_A0ABT7L445/5-316,0.158
UniRef90_A0A6C0ITM5/37-359,0.163
UniRef90_A0A7D5IBK2/3-317,0.168
UniRef90_A0A931HV40/5-316,0.163
UniRef90_UPI001FD2DF16/5-316,0.155
UniRef90_UPI00331557B0/3-313,0.161
UniRef90_A0A1F6U014/4-316,0.161
UniRef90_A0A5C5WWJ1/3-317,0.137
UniRef90_A0A165N423/4-315,0.158
UniRef90_A0A2S0JXY8/3-313,0.174
UniRef90_A0A2M7DAG4/2-315,0.163
UniRef90_A0A0B5ASQ9/3-314,0.155
UniRef90_UPI000C7C10D6/5-316,0.148
UniRef90_UPI00094F9190/3-313,0.179
UniRef90_A0A2N0VG02/2-323,0.174
UniRef90_A0A940NK62/4-317,0.153
UniRef90_UPI001FEF5E94/18-332,0.163
UniRef90_UPI003D2952A5/5-316,0.158
UniRef90_A0ABS6JRS6/6-318,0.161
UniRef90_A0A365KLT8/3-313,0.155
UniRef90_A0A8J2VF83/2-315,0.163
UniRef90_A0A9Q9Y2R1/196-434,0.158
UniRef90_UPI000D0B07A7/2-314,0.150
UniRef90_A0A9P5TT18/23-418,0.176
UniRef90_A0A1F4U7H4/2-308,0.168
UniRef90_A0A7U4QM78/2-311,0.161
UniRef90_A0A1E1IPV1/445-873,0.176
UniRef90_UPI001035844F/4-316,0.174
UniRef90_A0A8I1A4M7/8-322,0.174
UniRef90_A0A4Y8IVK3/4-314,0.153
UniRef90_UPI001C2F6CEC/6-317,0.158
UniRef90_A0A286RKN1/2-315,0.168
UniRef90_UPI0021CB6473/5-316,0.168
UniRef90_UPI0036E7BED6/3-313,0.161
UniRef90_UPI003BB66EBD/4-316,0.161
UniRef90_UPI002F4175D6/4-316,0.163
UniRef90_UPI0035A8E412/2-327,0.176
UniRef90_A0A0C2VWN0/3-314,0.153
UniRef90_A0A481ZAQ8/4-277,0.174
UniRef90_UPI000988934C/5-316,0.155
UniRef90_A0ABU5CGF5/5-316,0.155
UniRef90_A0A7V5XHC9/2-313,0.161
UniRef90_A0A1I0EEX9/5-316,0.161
UniRef90_A0A443IK32/5-317,0.153
UniRef90_A0A078LWW1/3-313,0.176
UniRef90_UPI002C6AE89B/6-319,0.174
UniRef90_A0A6C0HL79/232-520,0.155
UniRef90_A0A2X0Z1G7/3-313,0.174
UniRef90_UPI0027322459/3-318,0.163
UniRef90_A0A248TKT3/5-316,0.171
UniRef90_A0A268H9P6/5-317,0.161
UniRef90_A0ABM8RLP3/4-316,0.187
UniRef90_A0A859FIG2/3-315,0.168
UniRef90_UPI00061BD7B1/6-317,0.155
UniRef90_UPI00064D7F0F/5-316,0.174
UniRef90_A0A8H5CLP2/7-428,0.189
UniRef90_UPI0024DE36DB/3-316,0.166
UniRef90_A0A504Y430/2844-3244,0.187
UniRef90_A0ABT2WG75/7-317,0.166
UniRef90_M0CBM1/3-327,0.176
UniRef90_A0A1U9NQW6/4-317,0.171
UniRef90_A0A074SPP3/273-506,0.150
UniRef90_A0A2M7H1D3/2-217,0.093
UniRef90_UPI00069A98DE/2-315,0.166
UniRef90_A0ABU4G7I9/3-313,0.179
UniRef90_D8PJE6/4-316,0.194
UniRef90_A0A852TJN0/5-316,0.174
UniRef90_A0A517NQA2/20-355,0.150
UniRef90_A0A7C4TCV3/2-314,0.181
UniRef90_UPI003CFF46C2/3-314,0.174
UniRef90_A0A409X9R8/254-490,0.132
UniRef90_A0A448YJA7/157-493,0.163
UniRef90_A0ABW4LL90/3-314,0.155
UniRef90_A0A9P5ZRW7/34-434,0.181
UniRef90_A0A7C1SDI4/2-316,0.155
UniRef90_A0A1H0CG50/3-315,0.155
UniRef90_A0A1C0Z0Y1/3-313,0.168
UniRef90_UPI0008F80D29/4-316,0.153
UniRef90_A0A1G1Z2H4/2-315,0.150
UniRef90_UPI0007967937/3-313,0.168
UniRef90_A0ABW2NP92/4-315,0.158
UniRef90_A0A4E0PV53/3-317,0.181
UniRef90_A0A927MII9/3-312,0.174
UniRef90_F8D4G8/3-327,0.179
UniRef90_A0A3N5BJQ0/2-313,0.168
UniRef90_A0A1V5SWU1/3-315,0.153
UniRef90_A0A1V9FZT2/9-331,0.153
UniRef90_A0A2H0VHS7/2-315,0.181
UniRef90_UPI003615C13A/3-327,0.179
UniRef90_A0A0A2URI4/5-316,0.158
UniRef90_A0ABW5BUI2/4-316,0.148
UniRef90_UPI000CD90928/4-325,0.171
UniRef90_UPI0005903611/5-316,0.174
UniRef90_A0A3F2RJQ3/391-600,0.142
UniRef90_UPI0025B07C75/4-316,0.161
UniRef90_A0AAW1RYK3/598-957,0.197
UniRef90_A0A1I3NY91/5-316,0.158
UniRef90_UPI001C0E9833/5-318,0.150
UniRef90_A0A7U4M119/4-316,0.163
UniRef90_A0A517QTV1/2-315,0.166
UniRef90_UPI0008EF7DD0/3-316,0.171
UniRef90_UPI000BB8F164/3-314,0.168
UniRef90_UPI001F00650E/4-316,0.158
UniRef90_UPI000288785C/5-316,0.158
UniRef90_A0A0G0RG82/4-322,0.171
UniRef90_A0ABW2EKM3/5-316,0.158
UniRef90_A0A4Y8LE26/3-314,0.153
UniRef90_A0A9X3LDV4/3-313,0.176
UniRef90_UPI00110DEFE7/6-319,0.163
UniRef90_A0ABY5ZKD3/4-320,0.166
UniRef90_UPI0012B8FFB9/3-313,0.153
UniRef90_A0A836H6Q6/1028-1449,0.184
UniRef90_G4YG24/233-462,0.158
UniRef90_UPI003EB85030/3-326,0.171
UniRef90_A0A285UB88/3-313,0.171
UniRef90_A0AA39THH8/578-789,0.150
UniRef90_A0A6A4S4T6/240-466,0.293
UniRef90_H9GJR5/2-223,0.264
UniRef90_A0A7H8QCB5/3-313,0.155
UniRef90_A0A8E6B2X1/3-321,0.168
UniRef90_A0A2U3ANM8/3-312,0.163
UniRef90_UPI003159DB1E/4-325,0.174
UniRef90_A0A2P8GML1/3-313,0.158
UniRef90_A0A5E8CHY7/31-354,0.194
UniRef90_UPI0027DEF70A/4-316,0.171
UniRef90_A0A1I8IBB6/50-297,0.142
UniRef90_A0ABW3LN89/5-316,0.163
UniRef90_A0AAD4ZQU1/59-313,0.145
UniRef90_A0AAJ3YZQ4/2-314,0.174
UniRef90_A0A7X2S3N1/4-316,0.166
UniRef90_A0A7G5XJB8/5-321,0.163
UniRef90_A0A1H8SS43/6-317,0.142
UniRef90_A0A3P5XLX1/3-312,0.179
UniRef90_A0A8J2ZQ91/5-315,0.163
UniRef90_A0ABV2G8H2/3-313,0.189
UniRef90_A0ABY9KSE1/5-317,0.166
UniRef90_UPI001BC904D6/5-316,0.153
UniRef90_A0A5C6G2K5/3-322,0.140
UniRef90_A0A9X2FF46/3-319,0.153
UniRef90_A0A1F8DTB9/3-315,0.155
UniRef90_A0A1Q2KXG8/3-312,0.174
UniRef90_UPI003CFF603B/5-316,0.174
UniRef90_A0A380C533/3-313,0.194
UniRef90_UPI003BF49143/4-316,0.158
UniRef90_UPI003D7B3705/3-313,0.197
UniRef90_A0A841RI46/4-316,0.168
UniRef90_A0A1F6V3I9/4-316,0.155
UniRef90_F8AE12/2-313,0.174
UniRef90_UPI003BF68058/5-316,0.163
UniRef90_UPI000C079B70/4-316,0.148
UniRef90_UPI0008F93512/5-315,0.166
UniRef90_A0A151CIH6/5-316,0.176
UniRef90_UPI0039059676/16-326,0.176
